Is an Opportunity Zone,Census Tract FIPS code,County,State,Year,Inclusive Growth Score,Growth,Inclusion,Place,Place Growth,Place Inclusion,Net Occupancy Score,"Net Occupancy Base, %","Net Occupancy Tract, %",Residential Real Estate Value Score,"Residential Real Estate Value Base, %","Residential Real Estate Value Tract, %",Acres of Park Land Score,"Acres of Park Land Base, %","Acres of Park Land Tract, %",Affordable Housing Score,"Affordable Housing Base, %","Affordable Housing Tract, %",Internet Access Score,"Internet Access Base, %","Internet Access Tract, %",Travel Time to Work Score,"Travel Time to Work Base, %","Travel Time to Work Tract, %",Economy,Economy Growth,Economy Inclusion,New Businesses Score,"New Businesses Base, %","New Businesses Tract, %",Spend Growth Score,"Spend Growth Base, %","Spend Growth Tract, %",Small Business Loans Score,"Small Business Loans Base, %","Small Business Loans Tract, %",Minority/Women Owned Businesses Score,"Minority/Women Owned Businesses Base, %","Minority/Women Owned Businesses Tract, %",Labor Market Engagement Index Score,Labor Market Engagement Index Base,Labor Market Engagement Index Tract,Commercial Diversity Score,"Commercial Diversity Base, %","Commercial Diversity Tract, %",Community,Community Growth,Community Inclusion,Personal Income Score,"Personal Income Base, %","Personal Income Tract, %",Spending per Capita Score,"Spending per Capita Base, %","Spending per Capita Tract, %",Female Above Poverty Score,"Female Above Poverty Base, %","Female Above Poverty Tract, %",Gini Coefficient Score,Gini Coefficient Base,Gini Coefficient Tract,Early Education Enrollment Score,"Early Education Enrollment Base, %","Early Education Enrollment Tract, %",Health Insurance Coverage Score,"Health Insurance Coverage Base, %","Health Insurance Coverage Tract, %"
Yes,47157011200,Shelby County,Tennessee,2025,18.0,22.0,14.0,20.0,7.0,34.0,10.0,-0.3,-24.1,4.0,48.8,-27.4,13.0,4.1,0.9,40.0,72.2,69.4,0.0,91.7,44.0,84.0,56.7,72.1,13.0,24.0,2.0,4.0,12.1,-31.0,35.0,N/A,N/A,34.0,0.0,0.0,,,,0.0,60.0,0.0,5.0,20.5,9.1,22.0,36.0,7.0,35.0,16.7,16.7,36.0,N/A,N/A,11.0,88.8,68.9,6.0,41.5,53.5,,27.8,,4.0,95.0,81.0
Yes,47157001900,Shelby County,Tennessee,2017,32.0,44.0,20.0,34.0,37.0,32.0,2.0,2.1,-16.6,72.0,-0.4,214.1,13.0,4.1,0.8,30.0,71.2,66.0,1.0,82.9,40.7,83.0,57.6,71.8,24.0,44.0,3.0,67.0,5.9,83.3,66.0,N/A,N/A,0.0,5.7,-60.0,,,,3.0,59.0,3.0,3.0,20.1,6.3,38.0,50.0,25.0,64.0,3.3,20.9,35.0,N/A,N/A,14.0,86.3,65.7,25.0,41.3,45.7,60.0,25.5,29.3,2.0,91.2,74.4
Yes,47157001900,Shelby County,Tennessee,2018,33.0,43.0,23.0,34.0,38.0,31.0,4.0,2.1,-10.8,72.0,5.4,209.3,13.0,4.1,0.8,24.0,72.0,65.0,1.0,82.9,40.7,85.0,57.0,72.5,26.0,48.0,4.0,67.0,5.9,83.3,10.0,N/A,N/A,67.0,1.6,200.0,,,,5.0,60.0,5.0,3.0,20.1,6.3,38.0,42.0,35.0,62.0,5.7,21.1,23.0,N/A,N/A,26.0,86.6,75.9,45.0,41.5,42.2,66.0,25.5,31.7,2.0,92.3,75.8
Yes,47157001900,Shelby County,Tennessee,2019,23.0,21.0,25.0,20.0,6.0,34.0,6.0,1.8,-8.5,6.0,16.5,-85.0,13.0,4.1,0.8,37.0,72.5,69.1,1.0,83.9,39.3,84.0,56.5,71.3,10.0,17.0,4.0,2.0,13.7,-27.3,46.0,N/A,N/A,2.0,8.6,-28.6,,,,4.0,60.0,5.0,3.0,20.1,6.3,38.0,40.0,36.0,61.0,9.2,23.2,20.0,N/A,N/A,26.0,87.0,76.7,41.0,41.6,43.0,74.0,25.3,35.5,2.0,93.3,78.3
Yes,47157001900,Shelby County,Tennessee,2020,36.0,40.0,33.0,20.0,5.0,36.0,4.0,1.5,-11.2,6.0,25.2,-80.4,13.0,4.1,0.8,44.0,72.8,71.4,1.0,84.9,39.7,88.0,55.8,73.2,46.0,60.0,31.0,68.0,7.4,87.5,63.0,N/A,N/A,49.0,8.1,20.0,85.0,3.4,6.7,4.0,61.0,5.0,3.0,20.6,6.7,44.0,54.0,33.0,64.0,12.2,30.7,43.0,N/A,N/A,27.0,87.5,78.3,37.0,41.6,43.7,66.0,25.4,31.8,2.0,94.2,79.3
Yes,47157001900,Shelby County,Tennessee,2021,32.0,28.0,35.0,25.0,6.0,44.0,7.0,-0.0,-14.5,6.0,25.7,-78.1,13.0,4.1,0.8,80.0,73.3,80.9,2.0,89.1,59.7,80.0,55.6,69.1,42.0,43.0,40.0,3.0,5.3,-26.7,62.0,N/A,N/A,65.0,7.1,116.7,98.0,5.0,18.2,17.0,59.0,22.0,5.0,20.6,8.5,28.0,36.0,21.0,62.0,13.8,30.9,11.0,N/A,N/A,10.0,88.8,66.8,35.0,41.3,43.8,,27.5,,18.0,95.0,89.3
Yes,47157001900,Shelby County,Tennessee,2022,26.0,35.0,17.0,22.0,12.0,31.0,12.0,-0.3,-12.4,,31.6,,13.0,4.1,0.8,52.0,72.9,73.5,1.0,90.6,51.9,58.0,56.3,59.4,27.0,50.0,4.0,68.0,-15.0,172.7,19.0,N/A,N/A,64.0,17.9,100.0,,,,3.0,60.0,4.0,5.0,21.1,9.3,30.0,44.0,15.0,64.0,14.5,38.6,23.0,N/A,N/A,14.0,88.8,71.6,27.0,41.3,45.5,,27.4,,3.0,94.9,80.0
Yes,47157001900,Shelby County,Tennessee,2023,31.0,35.0,27.0,28.0,24.0,32.0,24.0,-0.5,-4.4,,48.8,,13.0,4.1,0.8,74.0,72.2,78.4,1.0,91.7,55.7,42.0,56.7,53.7,25.0,25.0,24.0,5.0,21.2,-40.0,50.0,N/A,N/A,19.0,0.0,-26.9,65.0,4.2,5.6,3.0,60.0,4.0,5.0,20.7,9.3,40.0,57.0,24.0,57.0,16.7,30.9,57.0,N/A,N/A,3.0,88.8,52.9,17.0,41.5,48.4,70.0,27.8,38.0,5.0,95.0,82.3
Yes,47157001900,Shelby County,Tennessee,2024,42.0,58.0,26.0,44.0,56.0,32.0,56.0,-0.3,8.0,,48.8,,13.0,4.1,0.8,74.0,72.2,78.4,1.0,91.7,55.7,42.0,56.7,53.7,39.0,55.0,23.0,64.0,0.0,44.4,68.0,N/A,N/A,33.0,0.0,0.0,53.0,3.6,3.8,3.0,60.0,4.0,13.0,1.3,0.4,43.0,62.0,24.0,57.0,16.7,30.9,67.0,N/A,N/A,3.0,88.8,52.9,17.0,41.5,48.4,70.0,27.8,38.0,5.0,95.0,82.3
Yes,47157001900,Shelby County,Tennessee,2025,36.0,42.0,29.0,44.0,56.0,32.0,56.0,-0.3,8.0,,48.8,,13.0,4.1,0.8,74.0,72.2,78.4,1.0,91.7,55.7,42.0,56.7,53.7,26.0,23.0,30.0,2.0,12.1,-46.2,35.0,N/A,N/A,33.0,0.0,0.0,85.0,3.2,7.1,3.0,60.0,4.0,2.0,20.5,7.3,35.0,46.0,24.0,57.0,16.7,30.9,34.0,N/A,N/A,3.0,88.8,52.9,17.0,41.5,48.4,70.0,27.8,38.0,5.0,95.0,82.3
N/A,47157005300,Shelby County,Tennessee,2017,31.0,34.0,28.0,30.0,12.0,49.0,12.0,2.1,-14.2,11.0,-0.4,-25.2,65.0,4.1,6.6,58.0,71.2,73.0,0.0,82.9,31.9,74.0,57.6,67.4,17.0,26.0,8.0,1.0,5.9,-44.4,,N/A,N/A,51.0,5.7,17.6,,,,3.0,59.0,3.0,13.0,20.1,12.2,45.0,64.0,26.0,64.0,3.3,20.2,,N/A,N/A,13.0,86.3,64.1,23.0,41.3,46.0,58.0,25.5,28.6,11.0,91.2,81.4
N/A,47157005300,Shelby County,Tennessee,2018,28.0,27.0,30.0,29.0,10.0,48.0,12.0,2.1,-17.9,8.0,5.4,-31.2,65.0,4.1,6.6,51.0,72.0,72.1,0.0,82.9,31.9,75.0,57.0,67.1,7.0,6.0,8.0,1.0,5.9,-44.4,,N/A,N/A,10.0,1.6,-20.0,,,,4.0,60.0,4.0,13.0,20.1,12.2,49.0,64.0,34.0,64.0,5.7,23.5,,N/A,N/A,15.0,86.6,67.4,24.0,41.5,46.1,91.0,25.5,48.6,6.0,92.3,80.2
N/A,47157005300,Shelby County,Tennessee,2019,38.0,47.0,30.0,32.0,16.0,47.0,11.0,1.8,-20.7,21.0,16.5,0.5,65.0,4.1,6.6,47.0,72.5,71.8,0.0,83.9,31.7,77.0,56.5,67.7,37.0,66.0,8.0,67.0,13.7,180.0,,N/A,N/A,66.0,8.6,50.0,,,,3.0,60.0,3.0,13.0,20.1,12.2,47.0,60.0,34.0,60.0,9.2,22.0,,N/A,N/A,13.0,87.0,66.9,26.0,41.6,45.7,94.0,25.3,53.5,2.0,93.3,76.8
N/A,47157005300,Shelby County,Tennessee,2020,31.0,31.0,31.0,36.0,22.0,49.0,15.0,1.5,-9.5,30.0,25.2,17.8,65.0,4.1,6.6,49.0,72.8,72.7,0.0,84.9,31.2,82.0,55.8,69.7,22.0,34.0,11.0,63.0,7.4,42.9,,N/A,N/A,6.0,8.1,-25.0,,,,2.0,61.0,2.0,20.0,20.6,14.3,34.0,36.0,32.0,36.0,12.2,12.6,,N/A,N/A,12.0,87.5,66.6,23.0,41.6,46.6,91.0,25.4,48.9,1.0,94.2,74.1
N/A,47157005300,Shelby County,Tennessee,2021,32.0,37.0,28.0,50.0,44.0,56.0,54.0,-0.0,2.8,33.0,25.7,21.0,65.0,4.1,6.6,67.0,73.3,77.6,0.0,89.1,39.8,91.0,55.6,75.9,36.0,60.0,12.0,57.0,5.3,20.0,,N/A,N/A,64.0,7.1,44.4,,,,1.0,59.0,1.0,23.0,20.6,15.2,12.0,8.0,16.0,8.0,13.8,0.6,,N/A,N/A,4.0,88.8,55.9,23.0,41.3,46.4,35.0,27.5,21.4,0.0,95.0,70.2
N/A,47157005300,Shelby County,Tennessee,2022,24.0,21.0,26.0,47.0,41.0,53.0,74.0,-0.3,19.1,8.0,31.6,-29.6,65.0,4.1,6.6,62.0,72.9,76.0,0.0,90.6,45.4,85.0,56.3,72.3,17.0,20.0,14.0,1.0,-15.0,-50.0,,N/A,N/A,38.0,17.9,19.2,,,,2.0,60.0,2.0,25.0,21.1,15.9,8.0,3.0,12.0,3.0,14.5,-8.1,,N/A,N/A,3.0,88.8,53.0,10.0,41.3,50.8,36.0,27.4,21.7,1.0,94.9,73.8
N/A,47157005300,Shelby County,Tennessee,2023,27.5,30.5,25.0,46.0,42.0,50.0,69.0,-0.5,11.8,16.0,48.8,11.9,65.0,4.1,6.6,70.0,72.2,77.5,1.0,91.7,58.1,65.0,56.7,62.5,28.5,44.5,12.0,61.0,21.2,58.3,,N/A,N/A,28.5,0.0,-3.2,,,,2.0,60.0,2.0,21.0,20.7,14.9,9.0,5.0,13.0,5.0,16.7,-4.6,,N/A,N/A,5.0,88.8,60.0,23.0,41.5,46.7,22.0,27.8,16.0,2.0,95.0,78.1
N/A,47157005300,Shelby County,Tennessee,2024,22.0,20.0,25.0,42.0,34.0,50.0,51.0,-0.3,1.8,16.0,48.8,11.9,65.0,4.1,6.6,70.0,72.2,77.5,1.0,91.7,58.1,65.0,56.7,62.5,16.0,20.0,12.0,3.0,0.0,-21.1,,N/A,N/A,37.0,0.0,0.0,,,,2.0,60.0,2.0,23.0,1.3,0.7,9.0,5.0,13.0,5.0,16.7,-4.6,,N/A,N/A,5.0,88.8,60.0,23.0,41.5,46.7,22.0,27.8,16.0,2.0,95.0,78.1
N/A,47157005300,Shelby County,Tennessee,2025,27.0,30.0,24.0,42.0,34.0,50.0,51.0,-0.3,1.8,16.0,48.8,11.9,65.0,4.1,6.6,70.0,72.2,77.5,1.0,91.7,58.1,65.0,56.7,62.5,30.0,51.0,8.0,65.0,12.1,46.7,,N/A,N/A,37.0,0.0,0.0,,,,2.0,60.0,2.0,13.0,20.5,12.5,9.0,5.0,13.0,5.0,16.7,-4.6,,N/A,N/A,5.0,88.8,60.0,23.0,41.5,46.7,22.0,27.8,16.0,2.0,95.0,78.1
N/A,47157007900,Shelby County,Tennessee,2017,36.0,46.0,25.0,46.0,54.0,38.0,67.0,2.1,3.9,40.0,-0.4,-0.7,30.0,4.1,2.1,30.0,71.2,66.2,5.0,82.9,53.4,88.0,57.6,74.7,24.0,39.0,10.0,46.0,5.9,9.1,59.0,N/A,N/A,11.0,5.7,-17.9,,,,5.0,59.0,5.0,15.0,20.1,12.7,35.0,44.0,26.0,38.0,3.3,4.0,50.0,N/A,N/A,13.0,86.3,65.1,17.0,41.3,47.5,69.0,25.5,33.1,5.0,91.2,77.4
N/A,47157007900,Shelby County,Tennessee,2018,31.0,38.0,24.0,41.0,42.0,40.0,62.0,2.1,2.5,22.0,5.4,-12.0,30.0,4.1,2.1,32.0,72.0,67.4,5.0,82.9,53.4,94.0,57.0,78.6,27.0,44.0,10.0,46.0,5.9,9.1,50.0,N/A,N/A,35.0,1.6,0.0,,,,5.0,60.0,5.0,15.0,20.1,12.7,25.0,28.0,22.0,43.0,5.7,8.3,12.0,N/A,N/A,14.0,86.6,66.7,12.0,41.5,49.7,58.0,25.5,28.4,3.0,92.3,78.3
N/A,47157007900,Shelby County,Tennessee,2019,32.0,41.0,24.0,36.0,30.0,42.0,41.0,1.8,-3.1,18.0,16.5,-8.7,30.0,4.1,2.1,39.0,72.5,69.9,5.0,83.9,54.6,96.0,56.5,80.7,34.0,58.0,10.0,64.0,13.7,33.3,50.0,N/A,N/A,61.0,8.6,30.4,,,,4.0,60.0,4.0,15.0,20.1,12.7,28.0,36.0,20.0,43.0,9.2,11.8,30.0,N/A,N/A,16.0,87.0,69.1,9.0,41.6,51.0,54.0,25.3,26.7,3.0,93.3,79.0
N/A,47157007900,Shelby County,Tennessee,2020,30.0,34.0,26.0,34.0,22.0,47.0,35.0,1.5,-6.0,9.0,25.2,-32.6,30.0,4.1,2.1,58.0,72.8,74.6,3.0,84.9,53.2,97.0,55.8,81.6,26.0,43.0,10.0,60.0,7.4,21.9,61.0,N/A,N/A,8.0,8.1,-20.0,,,,4.0,61.0,4.0,15.0,20.6,12.8,29.0,38.0,20.0,45.0,12.2,15.5,31.0,N/A,N/A,16.0,87.5,70.4,9.0,41.6,51.0,55.0,25.4,27.3,2.0,94.2,79.7
N/A,47157007900,Shelby County,Tennessee,2021,31.0,37.0,25.0,37.0,22.0,52.0,33.0,-0.0,-14.2,12.0,25.7,-30.2,30.0,4.1,2.1,78.0,73.3,80.3,2.0,89.1,56.7,96.0,55.6,81.1,30.0,52.0,9.0,61.0,5.3,17.9,27.0,N/A,N/A,69.0,7.1,87.5,,,,2.0,59.0,2.0,16.0,20.6,13.2,26.0,38.0,14.0,50.0,13.8,19.9,26.0,N/A,N/A,16.0,88.8,73.0,25.0,41.3,46.0,,27.5,,1.0,95.0,75.9
N/A,47157007900,Shelby County,Tennessee,2022,30.0,34.0,27.0,36.0,28.0,45.0,36.0,-0.3,-15.9,20.0,31.6,0.0,30.0,4.1,2.1,53.0,72.9,73.6,2.0,90.6,63.2,95.0,56.3,81.3,19.0,20.0,18.0,8.0,-15.0,-41.3,12.0,N/A,N/A,40.0,17.9,20.0,34.0,5.1,3.7,4.0,60.0,5.0,17.0,21.1,14.0,36.0,54.0,19.0,50.0,14.5,21.3,57.0,N/A,N/A,30.0,88.8,82.4,26.0,41.3,45.9,,27.4,,1.0,94.9,73.7
N/A,47157007900,Shelby County,Tennessee,2023,30.0,33.0,26.0,34.0,28.0,39.0,37.0,-0.5,-14.9,18.0,48.8,9.7,30.0,4.1,2.1,23.0,72.2,64.0,2.0,91.7,64.6,100.0,56.7,93.1,30.0,47.0,14.0,65.0,21.2,51.9,34.0,N/A,N/A,41.0,0.0,0.0,23.0,4.2,2.4,4.0,60.0,5.0,14.0,20.7,13.1,25.0,25.0,25.0,44.0,16.7,20.7,6.0,N/A,N/A,30.0,88.8,82.3,43.0,41.5,42.7,,27.8,,1.0,95.0,72.6
N/A,47157007900,Shelby County,Tennessee,2024,34.0,34.0,33.0,34.0,30.0,39.0,43.0,-0.3,-7.4,18.0,48.8,9.7,30.0,4.1,2.1,23.0,72.2,64.0,2.0,91.7,64.6,100.0,56.7,93.1,32.0,29.0,34.0,10.0,0.0,-19.5,39.0,N/A,N/A,38.0,0.0,0.0,40.0,3.6,3.0,4.0,60.0,5.0,59.0,1.3,1.5,34.0,42.0,25.0,44.0,16.7,20.7,41.0,N/A,N/A,30.0,88.8,82.3,43.0,41.5,42.7,,27.8,,1.0,95.0,72.6
N/A,47157007900,Shelby County,Tennessee,2025,34.0,40.0,27.0,34.0,30.0,39.0,43.0,-0.3,-7.4,18.0,48.8,9.7,30.0,4.1,2.1,23.0,72.2,64.0,2.0,91.7,64.6,100.0,56.7,93.1,32.0,49.0,16.0,70.0,12.1,42.4,39.0,N/A,N/A,38.0,0.0,0.0,29.0,3.2,2.1,4.0,60.0,5.0,15.0,20.5,12.9,32.0,40.0,25.0,44.0,16.7,20.7,35.0,N/A,N/A,30.0,88.8,82.3,43.0,41.5,42.7,,27.8,,1.0,95.0,72.6
N/A,47157011800,Shelby County,Tennessee,2017,46.0,54.0,38.0,50.0,50.0,51.0,82.0,2.1,9.8,19.0,-0.4,-19.7,62.0,4.1,6.1,43.0,71.2,69.4,6.0,82.9,55.5,94.0,57.6,79.0,50.0,55.0,44.0,37.0,5.9,0.0,56.0,N/A,N/A,71.0,5.7,50.0,58.0,4.0,4.5,31.0,59.0,39.0,42.0,20.1,18.6,37.0,56.0,18.0,25.0,3.3,-1.8,87.0,N/A,N/A,13.0,86.3,64.4,21.0,41.3,46.6,26.0,25.5,16.7,10.0,91.2,80.9
N/A,47157011800,Shelby County,Tennessee,2018,40.0,41.0,39.0,52.0,52.0,53.0,87.0,2.1,13.7,17.0,5.4,-21.4,62.0,4.1,6.1,53.0,72.0,72.6,6.0,82.9,55.5,92.0,57.0,77.4,44.0,46.0,43.0,37.0,5.9,0.0,71.0,N/A,N/A,31.0,1.6,-5.1,58.0,4.0,4.5,29.0,60.0,37.0,42.0,20.1,18.6,22.0,24.0,20.0,17.0,5.7,-3.5,32.0,N/A,N/A,13.0,86.6,65.0,35.0,41.5,44.0,24.0,25.5,16.1,9.0,92.3,82.2
N/A,47157011800,Shelby County,Tennessee,2019,44.0,48.0,41.0,52.0,48.0,57.0,80.0,1.8,8.3,17.0,16.5,-12.9,62.0,4.1,6.1,67.0,72.5,76.4,7.0,83.9,58.3,92.0,56.5,77.0,46.0,48.0,43.0,66.0,13.7,24.5,62.0,N/A,N/A,15.0,8.6,-16.2,58.0,4.0,4.5,29.0,60.0,37.0,42.0,20.1,18.6,34.0,47.0,22.0,13.0,9.2,-2.3,81.0,N/A,N/A,12.0,87.0,65.0,43.0,41.6,42.7,24.0,25.3,15.7,9.0,93.3,84.1
N/A,47157011800,Shelby County,Tennessee,2020,42.0,45.0,38.0,52.0,42.0,62.0,69.0,1.5,3.8,15.0,25.2,-11.3,62.0,4.1,6.1,83.0,72.8,80.6,8.0,84.9,62.9,93.0,55.8,77.0,46.0,62.0,31.0,53.0,7.4,9.1,67.0,N/A,N/A,65.0,8.1,29.0,37.0,3.4,2.8,30.0,61.0,39.0,26.0,20.6,15.6,25.0,30.0,20.0,36.0,12.2,11.1,25.0,N/A,N/A,13.0,87.5,67.2,40.0,41.6,43.2,16.0,25.4,12.3,9.0,94.2,85.1
N/A,47157011800,Shelby County,Tennessee,2021,46.0,52.0,40.0,50.0,35.0,64.0,45.0,-0.0,-4.6,25.0,25.7,2.4,62.0,4.1,6.1,96.0,73.3,87.2,13.0,89.1,75.8,84.0,55.6,71.3,48.0,56.0,40.0,46.0,5.3,4.2,57.0,N/A,N/A,65.0,7.1,32.5,54.0,5.0,5.3,43.0,59.0,52.0,22.0,20.6,14.8,42.0,66.0,17.0,70.0,13.8,38.2,61.0,N/A,N/A,31.0,88.8,82.4,4.0,41.3,55.4,18.0,27.5,14.5,16.0,95.0,88.8
N/A,47157011800,Shelby County,Tennessee,2022,38.0,43.0,33.0,46.0,32.0,59.0,41.0,-0.3,-8.0,24.0,31.6,5.4,62.0,4.1,6.1,71.0,72.9,78.4,14.0,90.6,78.9,89.0,56.3,75.0,33.0,39.0,27.0,44.0,-15.0,-17.3,31.0,N/A,N/A,41.0,17.9,17.0,7.0,5.1,1.6,40.0,60.0,49.0,33.0,21.1,17.7,34.0,57.0,12.0,72.0,14.5,62.3,42.0,N/A,N/A,20.0,88.8,76.9,2.0,41.3,57.7,13.0,27.4,12.0,11.0,94.9,86.6
N/A,47157011800,Shelby County,Tennessee,2023,41.5,48.5,35.0,50.0,34.0,66.0,42.0,-0.5,-8.4,27.0,48.8,25.3,62.0,4.1,6.1,70.0,72.2,77.3,39.0,91.7,89.6,93.0,56.7,78.5,32.0,39.0,26.0,41.0,21.2,14.5,18.0,N/A,N/A,58.0,0.0,4.0,7.0,4.2,1.4,40.0,60.0,49.0,30.0,20.7,16.8,42.0,72.0,12.0,72.0,16.7,61.0,73.0,N/A,N/A,31.0,88.8,82.8,2.0,41.5,58.0,3.0,27.8,6.6,13.0,95.0,87.5
N/A,47157011800,Shelby County,Tennessee,2024,40.0,44.0,37.0,52.0,38.0,66.0,50.0,-0.3,-3.9,27.0,48.8,25.3,62.0,4.1,6.1,70.0,72.2,77.3,39.0,91.7,89.6,93.0,56.7,78.5,37.0,41.0,33.0,58.0,0.0,5.6,22.0,N/A,N/A,42.0,0.0,0.0,9.0,3.6,1.3,40.0,60.0,49.0,51.0,1.3,1.3,33.0,54.0,12.0,72.0,16.7,61.0,35.0,N/A,N/A,31.0,88.8,82.8,2.0,41.5,58.0,3.0,27.8,6.6,13.0,95.0,87.5
N/A,47157011800,Shelby County,Tennessee,2025,42.0,49.0,35.0,52.0,38.0,66.0,50.0,-0.3,-3.9,27.0,48.8,25.3,62.0,4.1,6.1,70.0,72.2,77.3,39.0,91.7,89.6,93.0,56.7,78.5,36.0,44.0,27.0,41.0,12.1,8.0,48.0,N/A,N/A,42.0,0.0,0.0,10.0,3.2,1.2,40.0,60.0,49.0,31.0,20.5,16.6,38.0,64.0,12.0,72.0,16.7,61.0,57.0,N/A,N/A,31.0,88.8,82.8,2.0,41.5,58.0,3.0,27.8,6.6,13.0,95.0,87.5
N/A,47157021356,Shelby County,Tennessee,2017,68.0,59.0,76.0,68.0,60.0,75.0,54.0,2.1,-1.0,65.0,-0.4,-1.0,39.0,4.1,2.9,87.0,71.2,80.5,99.0,82.9,98.6,75.0,57.6,67.9,74.0,66.0,82.0,84.0,5.9,41.8,39.0,N/A,N/A,74.0,5.7,13.5,,,,88.0,59.0,92.0,75.0,20.1,25.5,61.0,52.0,70.0,50.0,3.3,-2.3,55.0,N/A,N/A,81.0,86.3,94.1,44.0,41.3,42.3,69.0,25.5,33.4,87.0,91.2,96.8
N/A,47157021356,Shelby County,Tennessee,2018,66.0,57.0,74.0,65.0,56.0,74.0,51.0,2.1,-1.8,61.0,5.4,1.1,39.0,4.1,2.9,85.0,72.0,80.7,99.0,82.9,98.6,75.0,57.0,67.3,76.0,72.0,80.0,84.0,5.9,41.8,78.0,N/A,N/A,54.0,1.6,-4.3,,,,86.0,60.0,91.0,75.0,20.1,25.5,56.0,44.0,67.0,58.0,5.7,3.1,31.0,N/A,N/A,80.0,86.6,94.0,45.0,41.5,42.3,59.0,25.5,28.9,85.0,92.3,96.9
N/A,47157021356,Shelby County,Tennessee,2019,68.0,61.0,75.0,66.0,58.0,74.0,50.0,1.8,-2.1,67.0,16.5,17.2,39.0,4.1,2.9,85.0,72.5,81.0,99.0,83.9,98.0,75.0,56.5,66.6,72.0,66.0,79.0,75.0,13.7,28.2,66.0,N/A,N/A,58.0,8.6,5.0,,,,83.0,60.0,89.0,75.0,20.1,25.5,66.0,60.0,71.0,64.0,9.2,8.8,55.0,N/A,N/A,87.0,87.0,95.6,46.0,41.6,42.3,61.0,25.3,29.5,89.0,93.3,97.9
N/A,47157021356,Shelby County,Tennessee,2020,64.0,61.0,66.0,66.0,57.0,74.0,57.0,1.5,-0.7,57.0,25.2,14.9,39.0,4.1,2.9,84.0,72.8,80.8,98.0,84.9,97.4,77.0,55.8,67.4,54.0,56.0,51.0,52.0,7.4,6.0,53.0,N/A,N/A,62.0,8.1,7.1,3.0,3.4,0.9,75.0,61.0,83.0,76.0,20.6,26.2,72.0,70.0,73.0,71.0,12.2,14.3,68.0,N/A,N/A,91.0,87.5,96.4,43.0,41.6,42.8,71.0,25.4,34.2,88.0,94.2,98.1
N/A,47157021356,Shelby County,Tennessee,2021,56.0,48.0,63.0,54.0,36.0,71.0,36.0,-0.0,-17.3,35.0,25.7,-46.2,39.0,4.1,2.9,79.0,73.3,80.7,86.0,89.1,96.1,80.0,55.6,69.0,52.0,60.0,44.0,64.0,5.3,9.4,45.0,N/A,N/A,71.0,7.1,13.3,8.0,5.0,1.7,51.0,59.0,61.0,73.0,20.6,25.4,61.0,47.0,75.0,70.0,13.8,15.9,24.0,N/A,N/A,98.0,88.8,98.7,50.0,41.3,41.3,,27.5,,76.0,95.0,97.5
N/A,47157021356,Shelby County,Tennessee,2022,58.0,53.0,64.0,53.0,35.0,71.0,35.0,-0.3,-34.7,35.0,31.6,-40.5,39.0,4.1,2.9,79.0,72.9,80.6,79.0,90.6,95.6,86.0,56.3,72.6,50.0,54.0,46.0,73.0,-15.0,-2.6,55.0,N/A,N/A,34.0,17.9,-14.5,9.0,5.1,1.8,60.0,60.0,68.0,70.0,21.1,25.2,72.0,71.0,74.0,75.0,14.5,19.0,67.0,N/A,N/A,99.0,88.8,99.0,32.0,41.3,44.5,92.0,27.4,59.1,75.0,94.9,97.4
N/A,47157021356,Shelby County,Tennessee,2023,55.0,48.5,62.0,52.0,35.0,69.0,35.0,-0.5,-51.8,35.0,48.8,-31.6,39.0,4.1,2.9,81.0,72.2,80.6,78.0,91.7,96.0,78.0,56.7,68.8,41.0,40.5,42.0,35.0,21.2,1.8,35.0,N/A,N/A,51.0,0.0,-20.9,2.0,4.2,0.9,60.0,60.0,68.0,64.0,20.7,23.5,72.0,70.0,75.0,79.0,16.7,24.4,62.0,N/A,N/A,98.0,88.8,98.9,25.0,41.5,46.3,89.0,27.8,55.4,87.0,95.0,98.5
N/A,47157021356,Shelby County,Tennessee,2024,58.0,57.0,60.0,52.0,36.0,69.0,36.0,-0.3,-41.7,35.0,48.8,-31.6,39.0,4.1,2.9,81.0,72.2,80.6,78.0,91.7,96.0,78.0,56.7,68.8,54.0,70.0,37.0,83.0,0.0,37.4,62.0,N/A,N/A,64.0,0.0,0.0,1.0,3.6,0.6,60.0,60.0,68.0,51.0,1.3,1.3,70.0,65.0,75.0,79.0,16.7,24.4,51.0,N/A,N/A,98.0,88.8,98.9,25.0,41.5,46.3,89.0,27.8,55.4,87.0,95.0,98.5
N/A,47157021356,Shelby County,Tennessee,2025,55.0,49.0,61.0,52.0,36.0,69.0,36.0,-0.3,-41.7,35.0,48.8,-31.6,39.0,4.1,2.9,81.0,72.2,80.6,78.0,91.7,96.0,78.0,56.7,68.8,44.0,50.0,39.0,29.0,12.1,-9.5,57.0,N/A,N/A,64.0,0.0,0.0,2.0,3.2,0.7,60.0,60.0,68.0,56.0,20.5,21.6,68.0,62.0,75.0,79.0,16.7,24.4,46.0,N/A,N/A,98.0,88.8,98.9,25.0,41.5,46.3,89.0,27.8,55.4,87.0,95.0,98.5
