Is an Opportunity Zone,Census Tract FIPS code,County,State,Year,Inclusive Growth Score,Growth,Inclusion,Place,Place Growth,Place Inclusion,Net Occupancy Score,"Net Occupancy Base, %","Net Occupancy Tract, %",Residential Real Estate Value Score,"Residential Real Estate Value Base, %","Residential Real Estate Value Tract, %",Acres of Park Land Score,"Acres of Park Land Base, %","Acres of Park Land Tract, %",Affordable Housing Score,"Affordable Housing Base, %","Affordable Housing Tract, %",Internet Access Score,"Internet Access Base, %","Internet Access Tract, %",Travel Time to Work Score,"Travel Time to Work Base, %","Travel Time to Work Tract, %",Economy,Economy Growth,Economy Inclusion,New Businesses Score,"New Businesses Base, %","New Businesses Tract, %",Spend Growth Score,"Spend Growth Base, %","Spend Growth Tract, %",Small Business Loans Score,"Small Business Loans Base, %","Small Business Loans Tract, %",Minority/Women Owned Businesses Score,"Minority/Women Owned Businesses Base, %","Minority/Women Owned Businesses Tract, %",Labor Market Engagement Index Score,Labor Market Engagement Index Base,Labor Market Engagement Index Tract,Commercial Diversity Score,"Commercial Diversity Base, %","Commercial Diversity Tract, %",Community,Community Growth,Community Inclusion,Personal Income Score,"Personal Income Base, %","Personal Income Tract, %",Spending per Capita Score,"Spending per Capita Base, %","Spending per Capita Tract, %",Female Above Poverty Score,"Female Above Poverty Base, %","Female Above Poverty Tract, %",Gini Coefficient Score,Gini Coefficient Base,Gini Coefficient Tract,Early Education Enrollment Score,"Early Education Enrollment Base, %","Early Education Enrollment Tract, %",Health Insurance Coverage Score,"Health Insurance Coverage Base, %","Health Insurance Coverage Tract, %"
N/A,47157020302,Shelby County,Tennessee,2018,40.0,44.0,37.0,38.0,41.0,35.0,54.0,2.1,1.3,28.0,5.4,-10.6,22.0,4.1,1.5,70.0,72.0,76.6,7.0,82.9,56.6,41.0,57.0,53.4,48.0,44.0,51.0,32.0,5.9,-23.1,70.0,N/A,N/A,31.0,1.6,-9.5,41.0,4.0,3.4,26.0,60.0,33.0,86.0,20.1,29.3,35.0,46.0,24.0,31.0,5.7,0.5,61.0,N/A,N/A,17.0,86.6,69.5,31.0,41.5,44.7,33.0,25.5,19.2,16.0,92.3,85.2
N/A,47157020302,Shelby County,Tennessee,2019,40.0,44.0,36.0,42.0,47.0,36.0,63.0,1.8,3.2,31.0,16.5,1.8,22.0,4.1,1.5,80.0,72.5,79.6,8.0,83.9,59.8,34.0,56.5,50.2,48.0,48.0,49.0,46.0,13.7,5.2,57.0,N/A,N/A,41.0,8.6,3.5,41.0,4.0,3.4,20.0,60.0,26.0,86.0,20.1,29.3,30.0,37.0,22.0,21.0,9.2,-1.3,53.0,N/A,N/A,18.0,87.0,70.9,34.0,41.6,44.1,24.0,25.3,15.8,12.0,93.3,85.2
N/A,47157020302,Shelby County,Tennessee,2020,40.0,45.0,36.0,40.0,41.0,38.0,56.0,1.5,1.2,26.0,25.2,2.3,22.0,4.1,1.5,93.0,72.8,84.4,8.0,84.9,62.8,27.0,55.8,46.5,52.0,57.0,46.0,62.0,7.4,6.4,69.0,N/A,N/A,41.0,8.1,3.4,37.0,3.4,2.8,13.0,61.0,17.0,88.0,20.6,30.6,30.0,36.0,23.0,20.0,12.2,0.9,51.0,N/A,N/A,20.0,87.5,73.9,39.0,41.6,43.4,25.0,25.4,16.2,9.0,94.2,85.2
N/A,47157020302,Shelby County,Tennessee,2021,44.0,43.0,44.0,29.0,19.0,39.0,25.0,-0.0,-22.9,13.0,25.7,-54.3,22.0,4.1,1.5,99.0,73.3,90.2,25.0,89.1,81.8,9.0,55.6,33.9,54.0,62.0,47.0,54.0,5.3,1.4,56.0,N/A,N/A,75.0,7.1,42.6,39.0,5.0,4.1,16.0,59.0,22.0,86.0,20.6,29.7,46.0,47.0,45.0,38.0,13.8,10.6,56.0,N/A,N/A,40.0,88.8,85.8,88.0,41.3,34.5,,27.5,,6.0,95.0,83.5
N/A,47157020302,Shelby County,Tennessee,2022,38.0,41.0,36.0,29.0,20.0,38.0,24.0,-0.3,-42.5,15.0,31.6,-34.2,22.0,4.1,1.5,99.0,72.9,92.3,20.0,90.6,82.1,11.0,56.3,36.5,49.0,59.0,39.0,91.0,-15.0,23.7,66.0,N/A,N/A,21.0,17.9,-9.2,24.0,5.1,3.0,9.0,60.0,12.0,85.0,21.1,30.0,37.0,43.0,31.0,45.0,14.5,14.4,41.0,N/A,N/A,21.0,88.8,77.4,64.0,41.3,39.1,,27.4,,9.0,94.9,85.7
N/A,47157020302,Shelby County,Tennessee,2023,40.0,38.0,42.0,31.0,20.0,42.0,25.0,-0.5,-60.8,15.0,48.8,-28.1,22.0,4.1,1.5,96.0,72.2,86.8,29.0,91.7,86.8,21.0,56.7,44.2,44.0,45.0,43.0,37.0,21.2,-17.0,63.0,N/A,N/A,34.5,0.0,-25.6,34.0,4.2,3.1,9.0,60.0,12.0,86.0,20.7,30.0,45.0,50.0,40.0,56.0,16.7,22.0,44.0,N/A,N/A,30.0,88.8,82.4,78.0,41.5,36.9,,27.8,,11.0,95.0,86.8
N/A,47157020302,Shelby County,Tennessee,2024,44.0,45.0,42.0,31.0,20.0,42.0,25.0,-0.3,-49.0,15.0,48.8,-28.1,22.0,4.1,1.5,96.0,72.2,86.8,29.0,91.7,86.8,21.0,56.7,44.2,52.0,60.0,43.0,89.0,0.0,27.1,43.0,N/A,N/A,48.0,0.0,0.0,36.0,3.6,2.8,9.0,60.0,12.0,85.0,1.3,2.9,48.0,56.0,40.0,56.0,16.7,22.0,55.0,N/A,N/A,30.0,88.8,82.4,78.0,41.5,36.9,,27.8,,11.0,95.0,86.8
N/A,47157020302,Shelby County,Tennessee,2025,41.0,40.0,42.0,31.0,20.0,42.0,25.0,-0.3,-49.0,15.0,48.8,-28.1,22.0,4.1,1.5,96.0,72.2,86.8,29.0,91.7,86.8,21.0,56.7,44.2,47.0,50.0,44.0,38.0,12.1,-8.0,65.0,N/A,N/A,48.0,0.0,0.0,40.0,3.2,2.7,9.0,60.0,12.0,84.0,20.5,29.1,45.0,50.0,40.0,56.0,16.7,22.0,45.0,N/A,N/A,30.0,88.8,82.4,78.0,41.5,36.9,,27.8,,11.0,95.0,86.8
N/A,47157010122,Shelby County,Tennessee,2017,30.0,33.0,26.0,51.0,54.0,48.0,78.0,2.1,5.9,29.0,-0.4,-7.0,50.0,4.1,4.1,53.0,71.2,71.9,2.0,82.9,45.3,88.0,57.6,74.6,29.0,42.0,16.0,61.0,5.9,17.9,61.0,N/A,N/A,5.0,5.7,-30.4,24.0,4.0,2.5,4.0,59.0,4.0,20.0,20.1,14.0,9.0,4.0,14.0,2.0,3.3,-17.3,7.0,N/A,N/A,3.0,86.3,44.8,7.0,41.3,51.9,29.0,25.5,17.7,17.0,91.2,83.6
N/A,47157010122,Shelby County,Tennessee,2018,30.0,35.0,24.0,44.0,43.0,44.0,72.0,2.1,3.8,14.0,5.4,-20.2,50.0,4.1,4.1,39.0,72.0,69.3,2.0,82.9,45.3,86.0,57.0,73.2,29.0,43.0,15.0,61.0,5.9,17.9,44.0,N/A,N/A,23.0,1.6,-6.2,24.0,4.0,2.5,2.0,60.0,2.0,20.0,20.1,14.0,16.0,19.0,12.0,2.0,5.7,-13.2,36.0,N/A,N/A,3.0,86.6,46.0,9.0,41.5,51.3,25.0,25.5,16.2,10.0,92.3,82.9
N/A,47157010122,Shelby County,Tennessee,2019,30.0,35.0,24.0,35.0,26.0,44.0,45.0,1.8,-3.6,7.0,16.5,-36.0,50.0,4.1,4.1,34.0,72.5,68.4,2.0,83.9,45.6,88.0,56.5,74.1,37.0,59.0,15.0,56.0,13.7,21.2,59.0,N/A,N/A,63.0,8.6,40.0,24.0,4.0,2.5,2.0,60.0,2.0,20.0,20.1,14.0,16.0,19.0,12.0,4.0,9.2,-6.5,34.0,N/A,N/A,3.0,87.0,48.7,13.0,41.6,49.6,29.0,25.3,17.7,4.0,93.3,81.0
N/A,47157010122,Shelby County,Tennessee,2020,30.0,36.0,24.0,34.0,22.0,45.0,34.0,1.5,-12.0,10.0,25.2,-16.0,50.0,4.1,4.1,38.0,72.8,69.8,2.0,84.9,47.6,90.0,55.8,74.5,30.0,45.0,14.0,59.0,7.4,17.5,68.0,N/A,N/A,9.0,8.1,-14.3,24.0,3.4,2.1,4.0,61.0,4.0,15.0,20.6,13.0,28.0,42.0,13.0,33.0,12.2,11.9,51.0,N/A,N/A,4.0,87.5,53.9,17.0,41.6,48.1,29.0,25.4,17.9,2.0,94.2,79.4
N/A,47157010122,Shelby County,Tennessee,2021,34.0,38.0,31.0,34.0,18.0,51.0,32.0,-0.0,-31.0,5.0,25.7,-62.9,50.0,4.1,4.1,61.0,73.3,76.2,3.0,89.1,61.4,90.0,55.6,75.3,29.0,42.0,16.0,35.0,5.3,2.1,26.0,N/A,N/A,66.0,7.1,72.2,12.0,5.0,2.1,15.0,59.0,20.0,21.0,20.6,14.5,40.0,54.0,25.0,62.0,13.8,33.2,45.0,N/A,N/A,4.0,88.8,55.2,11.0,41.3,50.6,83.0,27.5,46.3,1.0,95.0,75.1
N/A,47157010122,Shelby County,Tennessee,2022,32.0,41.0,22.0,32.0,18.0,46.0,32.0,-0.3,-47.5,5.0,31.6,-60.9,50.0,4.1,4.1,43.0,72.9,71.2,3.0,90.6,65.4,87.0,56.3,73.6,34.0,57.0,11.0,74.0,-15.0,83.3,32.0,N/A,N/A,66.0,17.9,93.5,3.0,5.1,1.1,2.0,60.0,3.0,27.0,21.1,16.4,28.0,48.0,9.0,65.0,14.5,42.9,30.0,N/A,N/A,7.0,88.8,63.3,19.0,41.3,47.7,,27.4,,1.0,94.9,73.1
N/A,47157010122,Shelby County,Tennessee,2023,27.0,29.0,26.0,32.0,19.0,44.0,32.0,-0.5,-62.5,6.0,48.8,-42.7,50.0,4.1,4.1,29.0,72.2,66.1,5.0,91.7,72.3,93.0,56.7,79.2,19.0,24.0,14.0,12.0,21.2,-45.5,39.0,N/A,N/A,21.5,0.0,-34.4,18.0,4.2,2.1,2.0,60.0,3.0,22.0,20.7,15.1,32.0,44.0,21.0,64.0,16.7,45.1,23.0,N/A,N/A,3.0,88.8,53.2,7.0,41.5,53.1,73.0,27.8,39.8,1.0,95.0,76.1
N/A,47157010122,Shelby County,Tennessee,2024,34.0,35.0,34.0,32.0,19.0,44.0,32.0,-0.3,-51.6,6.0,48.8,-42.7,50.0,4.1,4.1,29.0,72.2,66.1,5.0,91.7,72.3,93.0,56.7,79.2,33.0,29.0,37.0,15.0,0.0,-16.7,37.0,N/A,N/A,36.0,0.0,0.0,31.0,3.6,2.5,2.0,60.0,3.0,79.0,1.3,2.4,40.0,58.0,21.0,64.0,16.7,45.1,51.0,N/A,N/A,3.0,88.8,53.2,7.0,41.5,53.1,73.0,27.8,39.8,1.0,95.0,76.1
N/A,47157010122,Shelby County,Tennessee,2025,33.0,39.0,27.0,32.0,19.0,44.0,32.0,-0.3,-51.6,6.0,48.8,-42.7,50.0,4.1,4.1,29.0,72.2,66.1,5.0,91.7,72.3,93.0,56.7,79.2,32.0,48.0,15.0,65.0,12.1,25.0,43.0,N/A,N/A,36.0,0.0,0.0,26.0,3.2,2.0,2.0,60.0,3.0,18.0,20.5,13.8,35.0,49.0,21.0,64.0,16.7,45.1,34.0,N/A,N/A,3.0,88.8,53.2,7.0,41.5,53.1,73.0,27.8,39.8,1.0,95.0,76.1
N/A,47157021546,Shelby County,Tennessee,2017,65.0,61.0,69.0,72.0,76.0,68.0,96.0,2.1,16.4,57.0,-0.4,-6.0,32.0,4.1,2.3,72.0,71.2,76.4,94.0,82.9,95.6,73.0,57.6,66.8,66.0,61.0,72.0,72.0,5.9,9.2,59.0,N/A,N/A,53.0,5.7,-2.6,33.0,4.0,3.0,88.0,59.0,92.0,95.0,20.1,34.9,56.0,46.0,67.0,38.0,3.3,-5.3,54.0,N/A,N/A,81.0,86.3,94.1,74.0,41.3,37.8,49.0,25.5,25.1,63.0,91.2,93.2
N/A,47157021546,Shelby County,Tennessee,2018,68.0,65.0,71.0,74.0,78.0,70.0,94.0,2.1,13.6,61.0,5.4,2.4,32.0,4.1,2.3,77.0,72.0,78.3,94.0,82.9,95.6,79.0,57.0,69.0,68.0,64.0,72.0,72.0,5.9,9.2,69.0,N/A,N/A,52.0,1.6,-6.2,33.0,4.0,3.0,89.0,60.0,93.0,95.0,20.1,34.9,62.0,52.0,71.0,49.0,5.7,1.8,54.0,N/A,N/A,84.0,86.6,94.9,85.0,41.5,35.9,43.0,25.5,23.0,71.0,92.3,95.1
N/A,47157021546,Shelby County,Tennessee,2019,70.0,68.0,72.0,74.0,80.0,69.0,95.0,1.8,14.6,66.0,16.5,18.0,32.0,4.1,2.3,73.0,72.5,77.9,89.0,83.9,94.3,82.0,56.5,70.1,70.0,67.0,73.0,54.0,13.7,8.4,77.0,N/A,N/A,71.0,8.6,12.9,33.0,4.0,3.0,91.0,60.0,94.0,95.0,20.1,34.9,65.0,56.0,74.0,53.0,9.2,6.7,60.0,N/A,N/A,87.0,87.0,95.5,89.0,41.6,35.0,48.0,25.3,24.6,72.0,93.3,95.9
N/A,47157021546,Shelby County,Tennessee,2020,70.0,69.0,71.0,74.0,84.0,65.0,95.0,1.5,14.7,73.0,25.2,36.9,32.0,4.1,2.3,64.0,72.8,76.0,86.0,84.9,93.7,79.0,55.8,68.3,68.0,64.0,72.0,64.0,7.4,7.0,52.0,N/A,N/A,77.0,8.1,17.3,30.0,3.4,2.4,92.0,61.0,95.0,95.0,20.6,35.1,68.0,60.0,76.0,53.0,12.2,9.7,66.0,N/A,N/A,89.0,87.5,96.0,89.0,41.6,35.2,53.0,25.4,26.3,75.0,94.2,96.8
N/A,47157021546,Shelby County,Tennessee,2021,63.0,57.0,69.0,42.0,34.0,51.0,36.0,-0.0,-17.6,32.0,25.7,-54.4,32.0,4.1,2.3,54.0,73.3,74.3,73.0,89.1,93.6,46.0,55.6,54.2,71.0,70.0,72.0,68.0,5.3,6.6,67.0,N/A,N/A,75.0,7.1,16.2,28.0,5.0,3.2,92.0,59.0,94.0,96.0,20.6,36.0,76.0,68.0,83.0,64.0,13.8,15.5,71.0,N/A,N/A,87.0,88.8,96.3,81.0,41.3,36.0,,27.5,,80.0,95.0,97.9
N/A,47157021546,Shelby County,Tennessee,2022,62.0,56.0,69.0,41.0,32.0,50.0,33.0,-0.3,-46.2,32.0,31.6,-58.3,32.0,4.1,2.3,64.0,72.9,76.6,74.0,90.6,94.7,32.0,56.3,49.0,68.0,63.0,72.0,66.0,-15.0,-14.6,59.0,N/A,N/A,64.0,17.9,18.0,25.0,5.1,3.0,94.0,60.0,95.0,97.0,21.1,37.9,78.0,72.0,84.0,75.0,14.5,21.9,70.0,N/A,N/A,86.0,88.8,96.0,83.0,41.3,35.9,,27.4,,83.0,94.9,98.1
N/A,47157021546,Shelby County,Tennessee,2023,61.0,54.0,67.0,44.0,32.0,55.0,33.0,-0.5,-73.6,32.0,48.8,-54.1,32.0,4.1,2.3,74.0,72.2,78.3,74.0,91.7,95.4,41.0,56.7,53.0,67.0,66.0,67.0,76.0,21.2,30.4,72.0,N/A,N/A,49.5,0.0,-37.0,12.0,4.2,1.7,94.0,60.0,95.0,95.0,20.7,35.3,72.0,64.0,79.0,80.0,16.7,28.7,48.0,N/A,N/A,83.0,88.8,95.4,69.0,41.5,38.5,,27.8,,85.0,95.0,98.4
N/A,47157021546,Shelby County,Tennessee,2024,60.0,55.0,65.0,44.0,32.0,55.0,33.0,-0.3,-64.3,32.0,48.8,-54.1,32.0,4.1,2.3,74.0,72.2,78.3,74.0,91.7,95.4,41.0,56.7,53.0,65.0,68.0,62.0,53.0,0.0,-5.0,88.0,N/A,N/A,64.0,0.0,0.0,18.0,3.6,1.8,94.0,60.0,95.0,75.0,1.3,2.2,72.0,65.0,79.0,80.0,16.7,28.7,50.0,N/A,N/A,83.0,88.8,95.4,69.0,41.5,38.5,,27.8,,85.0,95.0,98.4
N/A,47157021546,Shelby County,Tennessee,2025,60.0,55.0,66.0,44.0,32.0,55.0,33.0,-0.3,-64.3,32.0,48.8,-54.1,32.0,4.1,2.3,74.0,72.2,78.3,74.0,91.7,95.4,41.0,56.7,53.0,64.0,65.0,64.0,66.0,12.1,12.6,66.0,N/A,N/A,64.0,0.0,0.0,1.0,3.2,0.5,94.0,60.0,95.0,96.0,20.5,37.3,74.0,68.0,79.0,80.0,16.7,28.7,56.0,N/A,N/A,83.0,88.8,95.4,69.0,41.5,38.5,,27.8,,85.0,95.0,98.4
N/A,47157022131,Shelby County,Tennessee,2017,36.0,35.0,38.0,44.0,42.0,46.0,73.0,2.1,5.4,10.0,-0.4,-30.2,22.0,4.1,1.5,74.0,71.2,76.8,6.0,82.9,55.2,81.0,57.6,70.6,43.0,49.0,37.0,24.0,5.9,-7.4,47.0,N/A,N/A,77.0,5.7,81.5,67.0,4.0,5.3,12.0,59.0,14.0,32.0,20.1,16.6,22.0,14.0,30.0,9.0,3.3,-9.6,18.0,N/A,N/A,12.0,86.3,63.3,55.0,41.3,40.6,36.0,25.5,20.5,19.0,91.2,84.3
N/A,47157022131,Shelby County,Tennessee,2018,38.0,39.0,37.0,42.0,38.0,46.0,69.0,2.1,4.0,8.0,5.4,-36.4,22.0,4.1,1.5,75.0,72.0,77.8,6.0,82.9,55.2,81.0,57.0,70.3,39.0,41.0,37.0,24.0,5.9,-7.4,50.0,N/A,N/A,49.0,1.6,4.1,67.0,4.0,5.3,13.0,60.0,16.0,32.0,20.1,16.6,32.0,38.0,27.0,13.0,5.7,-3.8,62.0,N/A,N/A,11.0,86.6,63.1,60.0,41.5,40.1,23.0,25.5,15.6,15.0,92.3,84.9
N/A,47157022131,Shelby County,Tennessee,2019,35.0,34.0,36.0,40.0,34.0,46.0,60.0,1.8,1.4,8.0,16.5,-28.4,22.0,4.1,1.5,73.0,72.5,77.8,5.0,83.9,55.0,83.0,56.5,71.0,42.0,47.0,38.0,49.0,13.7,14.0,58.0,N/A,N/A,35.0,8.6,2.0,67.0,4.0,5.3,15.0,60.0,19.0,32.0,20.1,16.6,22.0,21.0,24.0,22.0,9.2,3.6,20.0,N/A,N/A,10.0,87.0,63.3,66.0,41.6,39.2,13.0,25.3,10.8,9.0,93.3,83.8
N/A,47157022131,Shelby County,Tennessee,2020,36.0,44.0,28.0,40.0,33.0,46.0,55.0,1.5,-0.2,11.0,25.2,-13.3,22.0,4.1,1.5,72.0,72.8,77.9,4.0,84.9,55.7,88.0,55.8,73.7,32.0,45.0,20.0,55.0,7.4,10.5,63.0,N/A,N/A,17.0,8.1,-15.4,13.0,3.4,1.6,18.0,61.0,24.0,29.0,20.6,16.3,36.0,53.0,18.0,63.0,12.2,27.3,43.0,N/A,N/A,12.0,87.5,66.6,43.0,41.6,42.7,13.0,25.4,10.3,4.0,94.2,82.3
N/A,47157022131,Shelby County,Tennessee,2021,38.0,48.0,28.0,34.0,19.0,50.0,31.0,-0.0,-18.1,7.0,25.7,-46.3,22.0,4.1,1.5,78.0,73.3,80.5,7.0,89.1,69.5,94.0,55.6,79.2,42.0,54.0,30.0,61.0,5.3,11.1,31.0,N/A,N/A,70.0,7.1,38.6,41.0,5.0,4.3,18.0,59.0,23.0,31.0,20.6,16.7,38.0,70.0,5.0,69.0,13.8,46.5,72.0,N/A,N/A,6.0,88.8,60.5,6.0,41.3,53.4,,27.5,,3.0,95.0,79.3
N/A,47157022131,Shelby County,Tennessee,2022,34.0,43.0,26.0,32.0,18.0,46.0,30.0,-0.3,-36.8,6.0,31.6,-49.2,22.0,4.1,1.5,64.0,72.9,76.5,4.0,90.6,68.6,96.0,56.3,81.6,44.0,62.0,25.0,62.0,-15.0,-7.1,54.0,N/A,N/A,69.0,17.9,54.1,25.0,5.1,3.1,17.0,60.0,21.0,33.0,21.1,17.7,27.0,48.0,6.0,69.0,14.5,62.2,27.0,N/A,N/A,7.0,88.8,63.1,9.0,41.3,51.3,,27.4,,3.0,94.9,79.1
N/A,47157022131,Shelby County,Tennessee,2023,32.0,38.0,26.0,32.0,18.0,45.0,30.0,-0.5,-55.7,7.0,48.8,-33.1,22.0,4.1,1.5,55.0,72.2,73.6,4.0,91.7,71.5,99.0,56.7,88.3,37.0,51.0,24.0,56.0,21.2,27.7,67.0,N/A,N/A,30.5,0.0,-31.5,23.0,4.2,2.4,17.0,60.0,21.0,33.0,20.7,17.5,28.0,46.0,10.0,62.0,16.7,35.4,29.0,N/A,N/A,5.0,88.8,59.7,6.0,41.5,53.6,25.0,27.8,17.4,3.0,95.0,78.9
N/A,47157022131,Shelby County,Tennessee,2024,32.0,34.0,30.0,32.0,18.0,45.0,29.0,-0.3,-52.2,7.0,48.8,-33.1,22.0,4.1,1.5,55.0,72.2,73.6,4.0,91.7,71.5,99.0,56.7,88.3,32.0,29.0,34.0,27.0,0.0,-9.6,14.0,N/A,N/A,45.0,0.0,0.0,9.0,3.6,1.3,17.0,60.0,21.0,75.0,1.3,2.2,32.0,54.0,10.0,62.0,16.7,35.4,46.0,N/A,N/A,5.0,88.8,59.7,6.0,41.5,53.6,25.0,27.8,17.4,3.0,95.0,78.9
N/A,47157022131,Shelby County,Tennessee,2025,34.0,39.0,28.0,32.0,18.0,45.0,29.0,-0.3,-52.2,7.0,48.8,-33.1,22.0,4.1,1.5,55.0,72.2,73.6,4.0,91.7,71.5,99.0,56.7,88.3,38.0,47.0,28.0,51.0,12.1,13.3,44.0,N/A,N/A,45.0,0.0,0.0,33.0,3.2,2.4,17.0,60.0,21.0,34.0,20.5,17.2,31.0,52.0,10.0,62.0,16.7,35.4,41.0,N/A,N/A,5.0,88.8,59.7,6.0,41.5,53.6,25.0,27.8,17.4,3.0,95.0,78.9
N/A,47157021544,Shelby County,Tennessee,2017,65.0,61.0,69.0,72.0,76.0,68.0,96.0,2.1,16.4,57.0,-0.4,-6.0,32.0,4.1,2.3,72.0,71.2,76.4,94.0,82.9,95.6,73.0,57.6,66.8,66.0,61.0,72.0,72.0,5.9,9.2,59.0,N/A,N/A,53.0,5.7,-2.6,33.0,4.0,3.0,88.0,59.0,92.0,95.0,20.1,34.9,56.0,46.0,67.0,38.0,3.3,-5.3,54.0,N/A,N/A,81.0,86.3,94.1,74.0,41.3,37.8,49.0,25.5,25.1,63.0,91.2,93.2
N/A,47157021544,Shelby County,Tennessee,2018,68.0,65.0,71.0,74.0,78.0,70.0,94.0,2.1,13.6,61.0,5.4,2.4,32.0,4.1,2.3,77.0,72.0,78.3,94.0,82.9,95.6,79.0,57.0,69.0,68.0,64.0,72.0,72.0,5.9,9.2,69.0,N/A,N/A,52.0,1.6,-6.2,33.0,4.0,3.0,89.0,60.0,93.0,95.0,20.1,34.9,62.0,52.0,71.0,49.0,5.7,1.8,54.0,N/A,N/A,84.0,86.6,94.9,85.0,41.5,35.9,43.0,25.5,23.0,71.0,92.3,95.1
N/A,47157021544,Shelby County,Tennessee,2019,70.0,68.0,72.0,74.0,80.0,69.0,95.0,1.8,14.6,66.0,16.5,18.0,32.0,4.1,2.3,73.0,72.5,77.9,89.0,83.9,94.3,82.0,56.5,70.1,70.0,67.0,73.0,54.0,13.7,8.4,77.0,N/A,N/A,71.0,8.6,12.9,33.0,4.0,3.0,91.0,60.0,94.0,95.0,20.1,34.9,65.0,56.0,74.0,53.0,9.2,6.7,60.0,N/A,N/A,87.0,87.0,95.5,89.0,41.6,35.0,48.0,25.3,24.6,72.0,93.3,95.9
N/A,47157021544,Shelby County,Tennessee,2020,70.0,69.0,71.0,74.0,84.0,65.0,95.0,1.5,14.7,73.0,25.2,36.9,32.0,4.1,2.3,64.0,72.8,76.0,86.0,84.9,93.7,79.0,55.8,68.3,68.0,64.0,72.0,64.0,7.4,7.0,52.0,N/A,N/A,77.0,8.1,17.3,30.0,3.4,2.4,92.0,61.0,95.0,95.0,20.6,35.1,68.0,60.0,76.0,53.0,12.2,9.7,66.0,N/A,N/A,89.0,87.5,96.0,89.0,41.6,35.2,53.0,25.4,26.3,75.0,94.2,96.8
N/A,47157021544,Shelby County,Tennessee,2021,63.0,57.0,69.0,42.0,34.0,51.0,36.0,-0.0,-17.6,32.0,25.7,-54.4,32.0,4.1,2.3,54.0,73.3,74.3,73.0,89.1,93.6,46.0,55.6,54.2,71.0,70.0,72.0,68.0,5.3,6.6,67.0,N/A,N/A,75.0,7.1,16.2,28.0,5.0,3.2,92.0,59.0,94.0,96.0,20.6,36.0,76.0,68.0,83.0,64.0,13.8,15.5,71.0,N/A,N/A,87.0,88.8,96.3,81.0,41.3,36.0,,27.5,,80.0,95.0,97.9
N/A,47157021544,Shelby County,Tennessee,2022,62.0,56.0,69.0,41.0,32.0,50.0,33.0,-0.3,-46.2,32.0,31.6,-58.3,32.0,4.1,2.3,64.0,72.9,76.6,74.0,90.6,94.7,32.0,56.3,49.0,68.0,63.0,72.0,66.0,-15.0,-14.6,59.0,N/A,N/A,64.0,17.9,18.0,25.0,5.1,3.0,94.0,60.0,95.0,97.0,21.1,37.9,78.0,72.0,84.0,75.0,14.5,21.9,70.0,N/A,N/A,86.0,88.8,96.0,83.0,41.3,35.9,,27.4,,83.0,94.9,98.1
N/A,47157021544,Shelby County,Tennessee,2023,61.0,54.0,67.0,44.0,32.0,55.0,33.0,-0.5,-73.6,32.0,48.8,-54.1,32.0,4.1,2.3,74.0,72.2,78.3,74.0,91.7,95.4,41.0,56.7,53.0,67.0,66.0,67.0,76.0,21.2,30.4,72.0,N/A,N/A,49.5,0.0,-37.0,12.0,4.2,1.7,94.0,60.0,95.0,95.0,20.7,35.3,72.0,64.0,79.0,80.0,16.7,28.7,48.0,N/A,N/A,83.0,88.8,95.4,69.0,41.5,38.5,,27.8,,85.0,95.0,98.4
N/A,47157021544,Shelby County,Tennessee,2024,60.0,55.0,65.0,44.0,32.0,55.0,33.0,-0.3,-64.3,32.0,48.8,-54.1,32.0,4.1,2.3,74.0,72.2,78.3,74.0,91.7,95.4,41.0,56.7,53.0,65.0,68.0,62.0,53.0,0.0,-5.0,88.0,N/A,N/A,64.0,0.0,0.0,18.0,3.6,1.8,94.0,60.0,95.0,75.0,1.3,2.2,72.0,65.0,79.0,80.0,16.7,28.7,50.0,N/A,N/A,83.0,88.8,95.4,69.0,41.5,38.5,,27.8,,85.0,95.0,98.4
N/A,47157021544,Shelby County,Tennessee,2025,60.0,55.0,66.0,44.0,32.0,55.0,33.0,-0.3,-64.3,32.0,48.8,-54.1,32.0,4.1,2.3,74.0,72.2,78.3,74.0,91.7,95.4,41.0,56.7,53.0,64.0,65.0,64.0,66.0,12.1,12.6,66.0,N/A,N/A,64.0,0.0,0.0,1.0,3.2,0.5,94.0,60.0,95.0,96.0,20.5,37.3,74.0,68.0,79.0,80.0,16.7,28.7,56.0,N/A,N/A,83.0,88.8,95.4,69.0,41.5,38.5,,27.8,,85.0,95.0,98.4
N/A,47157011010,Shelby County,Tennessee,2017,35.0,45.0,25.0,39.0,36.0,42.0,59.0,2.1,3.7,14.0,-0.4,-23.6,19.0,4.1,1.3,52.0,71.2,71.7,3.0,82.9,48.6,95.0,57.6,80.3,26.0,41.0,12.0,8.0,5.9,-11.8,61.0,N/A,N/A,54.0,5.7,21.4,,,,13.0,59.0,15.0,12.0,20.1,11.8,39.0,57.0,21.0,59.0,3.3,12.1,55.0,N/A,N/A,13.0,86.3,64.4,12.0,41.3,49.6,48.0,25.5,24.6,10.0,91.2,80.9
